Licence No.(牌照編號),Name of TCSP Licensee in English(持牌人的英文姓名／名稱),Name of TCSP Licensee in Chinese(持牌人的中文姓名／名稱),Business Address(營業地址),Remarks in English(英文備註),Remarks in Chinese(中文備註)
TC000014,REGAL VIEW (HK) LIMITED,浚滙(香港)有限公司,"FLAT/RM 1107, 11/F, CELEBRITY COMMERCIAL CENTRE, 64 CASTLE PEAK ROAD, SHAM SHUI PO, KOWLOON, HONG KONG",,
TC000015,CITY BUSINESS DYNAMIC COMPANY LIMITED,全城商業躍動有限公司,"OFFICE K, 15/F, MG TOWER, 133 HOI BUN ROAD, KWUN TONG, KOWLOON, HONG KONG",,
TC000016,WOOCO SECRETARIAL SERVICES LIMITED,,"ROOM 1225, 12/F, PRINCE'S BUILDING, 10 CHATER ROAD, CENTRAL, HONG KONG",,
TC000017,FOCUS WIN LIMITED,豐展有限公司,"UNITS 1102-03, 11/F, 9 QUEEN'S ROAD CENTRAL, HONG KONG",,
TC000018,MLS COMPANY SECRETARY LIMITED,,"UNITS 904-907, 9/F, DAH SING FINANCIAL CENTRE, 248 QUEEN'S ROAD EAST, WAN CHAI, HONG KONG",,
TC000019,YYP LIMITED,,"FLAT/ROOM V, 14/F, CHERRY BUILDING, 35A OAK STREET, TAI KOK TSUI, KOWLOON, HONG KONG",,
TC000020,ULTIMATE SECRETARIAL LIMITED,,"ROOM 805, 8/F, GOLDEN GATE COMMERCIAL BUILDING, 136-138 AUSTIN ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC000021,INTERSHORES FINANCIAL SERVICES LIMITED,聯岸金融服務有限公司,"ROOM 712, 7/F, YIP FUNG BUILDING, 2-18 D'AGUILAR STREET, CENTRAL, HONG KONG",,
TC000022,GREBENSTEIN INTERNATIONAL LIMITED,金百頓國際有限公司,"FLAT/RM 1106, 11/F, GOLDEN GATE COMMERCIAL BUILDING, 136-138 AUSTIN ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC000023,ANCO BUSINESS SERVICES LIMITED,匡盈商務有限公司,"FLAT/RM 1102, 11/F, CHUNG YING BUILDING, 20-20A CONNAUGHT ROAD WEST, SHEUNG WAN, HONG KONG",,
TC000024,TRADE HONOUR LIMITED,業誠有限公司,"SUITE 1704, 17/F, THE CHINESE BANK BUILDING, 61-65 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG",,
TC000025,GREAT TREASURE CONSULTANTS LIMITED,偉寶顧問有限公司,"FLAT/ROOM 1607, 16/F, WELLBORNE COMMERCIAL CENTRE, 8 JAVA ROAD, NORTH POINT, HONG KONG",,
TC000026,JINETIC CONSULTANTS LIMITED,進領顧問有限公司,"ROOM 22B, 22/F, KIU YIN COMMERCIAL BUILDING, 361-363 LOCKHART ROAD, WAN CHAI, HONG KONG",,
TC000027,HONGKONG BEST-SHINE LIMITED,香港百齊勝有限公司,"FLAT/ROOM 802, 8/F, WORKINGPORT COMMERCIAL BUILDING, 3 HAU FOOK STREET, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC000028,RIBEIRO HUI SERVICES LIMITED,,"6/F, WILSON HOUSE, 19-27 WYNDHAM STREET, CENTRAL, HONG KONG",,
TC000029,KCH SECRETARIAL LIMITED,,"18/F, HENLEY BUILDING, 5 QUEEN'S ROAD CENTRAL, CENTRAL, HONG KONG",,
TC000030,WEST UNION GLOBAL LIMITED,,"7/F, MW TOWER, 111 BONHAM STRAND, SHEUNG WAN, HONG KONG",,
TC000031,GATEWAY REGISTRATIONS LIMITED,港威註冊有限公司,"14/F, CHUN WO COMMERCIAL CENTRE, 25 WING WO STREET, CENTRAL, HONG KONG",,
TC000032,IPRO PROFESSIONAL SERVICES LIMITED,逸駿專業服務有限公司,"16/F, RICH BUILDING, 28 ORMSBY STREET, CAUSEWAY BAY, HONG KONG",,
TC000033,ALPHALAW LIMITED,香港網智有限公司,香港上環文咸東路50號寶恆商業中心1705室,,
TC000034,MW ACCOUNTING AND SECRETARIAL SERVICES LIMITED,敏華會計秘書服務有限公司,"10/F, NEW HENNESSY TOWER, 263 HENNESSY ROAD, WAN CHAI, HONG KONG",,
TC000035,LODESTAR SECRETARIES LIMITED,北極星秘書有限公司,"13/F, WAH KIT COMMERCIAL CENTRE, 302 DES VOEUX ROAD CENTRAL, SHEUNG WAN, HONG KONG",,
TC000036,KAM FUNG AGENT (HK) LIMITED,錦鋒代理(香港)有限公司,"FLAT E, 9/F, BLOCK 1, KIN HO INDUSTRIAL BUILDING, 14-24 AU PUI WAN STREET, FO TAN, NEW TERRITORIES, HONG KONG",,
TC000037,HOIKIS COMPANY LIMITED,海褐有限公司,"UNIT 1, 11/F, TREASURE CENTRE, NO. 42 HUNG TO ROAD, KWUN TONG, KOWLOON, HONG KONG",,
TC000038,J & N ACCOUNTING & TAXATION LIMITED,駿朗會計稅務有限公司,"UNIT 904B, 9/F, PORT 33, 33 TSEUK LUK STREET, SAN PO KONG, KOWLOON, HONG KONG",,
TC000039,ATOZ HK CONSULTING LIMITED,,"UNIT 201, 2/F, TWO HARBOURFRONT, 22 TAK FUNG STREET, HUNGHOM, KOWLOON, HONG KONG",,
TC000040,LANCASHIRE MANAGEMENT SERVICES LIMITED,,"UNIT 1801-02, 18/F, LKF 29, 29 WYNDHAM STREET, CENTRAL, HONG KONG",,
TC000041,REGAL FORCE (HONG KONG) LIMITED,萬盛(香港)有限公司,"ROOM 2808, 28/F, WU CHUNG HOUSE, 213 QUEEN'S ROAD EAST, WAN CHAI, HONG KONG",,
TC000042,GEE KAY SYSTEMS & ACCOUNTING LIMITED,,"ROOM 1308, 13/F, CEO TOWER, 77 WING HONG STREET, CHEUNG SHA WAN, KOWLOON",,
TC000043,EBD CORPORATE SERVICES LIMITED,義必達有限公司,"SUITE 2508, 25/F, TOWER 1, LIPPO CENTRE, 89 QUEENSWAY, ADMIRALTY, HONG KONG",,
TC000044,VAST FUTURE CONSULTANT LIMITED,瑞博商業顧問有限公司,"RM 1105, 11/F, BILLION TRADE CENTRE, NO. 31 HUNG TO ROAD, KWUN TONG, KOWLOON, HONG KONG",,
TC000046,CENTURY SECRETARIAL SERVICES LIMITED,天時秘書服務有限公司,"UNIT B, 17/F, JCG BUILDING, 16 MONGKOK ROAD, KOWLOON, HONG KONG",,
TC000047,ALLIANCE & ASSOCIATES LIMITED,,"ROOM 2808, 28/F, WU CHUNG HOUSE, 213 QUEEN'S ROAD EAST, WAN CHAI, HONG KONG",,
TC000048,A-SWISS SECRETARIAL SERVICES LIMITED,,"ROOM B, 7/F, PICO TOWER, 66 GLOUCESTER ROAD, WAN CHAI, HONG KONG",,
TC000049,WISDOM FAITH CONSULTANCY LIMITED,智暉顧問有限公司,"UNIT B, 17/F, JCG BUILDING, 16 MONGKOK ROAD, KOWLOON, HONG KONG",,
TC000050,GENICO HOLDINGS LIMITED,捷力高集團有限公司,"3/F, BLOCK E, WANG CHEONG BUILDING, 251 RECLAMATION STREET, YAU MA TEI, KOWLOON, HONG KONG",,
TC000051,BUSINESS FULL CONSULTANTS LIMITED,凱懋顧問有限公司,香港上環德輔道中262號一洲大廈9樓,,
TC000052,ONSHORER BUSINESS (HK) LIMITED,在岸港商務(香港)有限公司,"UNIT 826, 8/F, OCEAN CENTRE, HARBOUR CITY, NO.5 CANTON ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC000053,CHIU SIU WAI trading as J&B SECRETARIAL AND ACCOUNTANCY SERVICES CO,趙小慧 經營 葉趙秘書會計事務所,"ROOM 701, 7/F, WITTY COMMERCIAL BUILDING, 1A-1L TUNG CHOI STREET, MONG KOK, KOWLOON, HONG KONG",,
TC000054,VISTA BUSINESS CONSULTANTS LIMITED,域斯迪商業顧問有限公司,"UNIT 1002, 10/F, TOWER 1, SILVERCORD, 30 CANTON ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC000056,TT CONSULTANTS LIMITED,善財顧問有限公司,"UNIT C, 9/F, TOWER B, BILLION CENTRE, 1 WANG KWONG ROAD, KOWLOON BAY, KOWLOON, HONG KONG",,
TC000057,CMC CONSULTANTS LIMITED,斯穆企業顧問有限公司,"ROOM 605, 6/F, TAI YIP BUILDING, 141 THOMSON ROAD, WANCHAI, HONG KONG",,
TC000058,CM SERVICES HK LIMITED,,"18/F, SOMPTUEUX CENTRAL, 52 WELLINGTON STREET, CENTRAL, HONG KONG",,
TC000059,LA REGISTER GROUP LIMITED,環球註冊集團有限公司,"UNIT B, 26/F, SILVERCORP INTERNATIONAL TOWER, 707-713 NATHAN ROAD, MONG KOK, KOWLOON, HONG KONG",,
TC000060,ON CHING SECRETARIAL & ACCOUNTING SERVICES LIMITED,安晴秘書會計服務有限公司,"ROOM B & C, 20/F, FULL WIN COMMERCIAL CENTRE, 573 NATHAN ROAD, YAU MA TEI, KOWLOON, HONG KONG",,
TC000061,CHINA HONG KONG SECRETARIES LIMITED,中港秘書服務有限公司,"ROOM 1107, 11/F, 655 NATHAN ROAD, MONG KOK, KOWLOON, HONG KONG",,
TC000062,WSKM CORPORATE SERVICES LIMITED,,"ROOM 1203, 12/F, HON KWOK JORDAN CENTRE, 7 HILLWOOD ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC000063,ASCENDANT BUSINESS SERVICE LIMITED,創越企業服務有限公司,"FLAT/RM 909, 9/F, WORKINGBERG COMMERCIAL BUILDING, NO.41-47 MARBLE ROAD, NORTH POINT, HONG KONG",,
TC000064,PRAXISIFM FIDUCIARIES (HONG KONG) LIMITED,,"20/F, 88 GLOUCESTER ROAD, WAN CHAI, HONG KONG",,
TC000065,PraxisIFM (Hong Kong) Limited,,"20/F, 88 GLOUCESTER ROAD, WAN CHAI, HONG KONG",,
TC000066,ASIA PACIFIC BUSINESS CENTER (HK) LIMITED,亞太商務中心(香港)有限公司,"UNIT B, 9/F, PHASE 2, BILLION PLAZA, 10 CHEUNG YUE STREET, CHEUNG SHA WAN, KOWLOON, HONG KONG",,
TC000067,SYNTRAL LIMITED,尚籌有限公司,"ROOM 201, 2/F, GOLDEN GATE COMMERCIAL BUILDING, 136-138 AUSTIN ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC000068,HEADWAY SECRETARIES AND CONSULTANTS LIMITED,科高秘書顧問有限公司,"FLAT A, 11/F, RITZ PLAZA, 122 AUSTIN ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC000071,THE LAW SHOP LIMITED,,"FLAT/ROOM 608, 6/F, LAFORD CENTRE, 838 LAI CHI KOK ROAD, CHEUNG SHA WAN, KOWLOON, HONG KONG",,
TC000073,BUSINESS SECRETARIAL CONSULTANTS LIMITED,商務秘書顧問有限公司,"FLAT/ROOM G367, 3/F, KWAI SHING INDUSTRIAL BUILDING, 42-46 TAI LIN PAI ROAD, KWAI CHUNG, NEW TERRITORIES, HONG KONG",,
TC000075,EVERGOLD SECRETARIAL SERVICES LIMITED,,"8/F, ASIA STANDARD TOWER, 59-65 QUEEN'S ROAD CENTRAL, CENTRAL, HONG KONG",,
TC000076,CAVA CONSULTING LIMITED,加利華顧問有限公司,"UNIT F, 26/F, TOWER 2, BILLION PLAZA, 10 CHEUNG YUE STREET, CHEUNG SHA WAN, KOWLOON, HONG KONG",,
TC000078,WELLSON SERVICES LIMITED,,"UNIT B, 17/F, UNITED CENTRE, 95 QUEENSWAY, ADMIRALTY, HONG KONG",,
TC000079,UNITE CORPORATE SERVICES LIMITED,,"UNIT B, 17/F, UNITED CENTRE, 95 QUEENSWAY, ADMIRALTY, HONG KONG",,
TC000080,TALENT WELL CONSULTANTS LIMITED,益俊顧問有限公司,"FLAT/ROOM 1203, 12/F, KALOK BUILDING, 720 NATHAN ROAD, MONGKOK, KOWLOON, HONG KONG",,
TC000081,CLY CONSULTANCY LIMITED,,"OFFICES A, E & F, 21/F, YARDLEY COMMERCIAL BUILDING, 3 CONNAUGHT ROAD WEST, SHEUNG WAN, HONG KONG",,
TC000082,KEN SHEN SERVICES COMPANY LIMITED,建駿服務有限公司,"ROOM 1504, 15/F, HARCOURT HOUSE, 39 GLOUCESTER ROAD, WANCHAI, HONG KONG",,
TC000083,SOPHIE LIMITED,,"4/F, 4-6 ON LAN STREET, CENTRAL, HONG KONG",,
TC000084,CASSANDRA HOLDINGS LIMITED,,"4/F, 4-6 ON LAN STREET, CENTRAL, HONG KONG",,
TC000085,ALTQUEST LIMITED,,"FLAT/RM 1101A, 11/F, 88 GLOUCESTER ROAD, WAN CHAI, HONG KONG",,
TC000086,MAXWELL ACCOUNTING LIMITED,,"ROOM 905, 9/F, BLOCK B, PROFICIENT INDUSTRIAL CENTRE, 6 WANG KWUN ROAD, KOWLOON BAY, KOWLOON, HONG KONG",,
TC000087,MY TRUSTED GROUP LIMITED,邁信集團有限公司,"UNIT 8, 3/F, CHEVALIER HOUSE, 45-51 CHATHAM ROAD SOUTH, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC000088,CK TAX COMPANY LIMITED,展群稅務有限公司,"ROOM 1403 & 1405, 14/F, BEVERLY HOUSE, 93-107 LOCKHART ROAD, WAN CHAI, HONG KONG",,
TC000089,KOS SECRETARIAL CONSULTANTS LIMITED,高盛秘書顧問有限公司,"FLAT/RM 1903, 19/F, PODIUM PLAZA, 5 HANOI ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC000090,WOOCO NOMINEES LIMITED,,"ROOM 1225, 12/F, PRINCE'S BUILDING, 10 CHATER ROAD, CENTRAL, HONG KONG",,
TC000091,WITS SERVICES LIMITED,緯智服務有限公司,"ROOM 2804B, 28/F, WU CHUNG HOUSE, 213 QUEEN'S ROAD EAST, WAN CHAI, HONG KONG",,
TC000092,ARROW ACCOUNTING SERVICES LIMITED,,"FLAT C, 61/F, BLOCK A, LA ROSSA, COASTAL SKYLINE, 12 TUNG CHUNG WATER FRONT ROAD, TUNG CHUNG, NEW TERRITORIES, HONG KONG",,
TC000093,ALPHA FORTUNE LIMITED,利日有限公司,"UNIT B7-M, 3/F, BLOCK B, HONG KONG INDUSTRIAL CENTRE, 489-491 CASTLE PEAK ROAD, LAI CHI KOK, KOWLOON, HONG KONG",,
TC000094,CR EASY LIMITED,公司通有限公司,"UNIT 19, L1/F, MIRROR TOWER, 61 MODY ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC000095,AIT CONSULTANTS LIMITED,,"ROOM 1308, 13/F, WITTY COMMERCIAL BUILDING, 1A-1L TUNG CHOI STREET, MONG KOK, KOWLOON, HONG KONG",,
TC000096,CHEERS WAY PROFESSIONAL SERVICES LIMITED,卓唯專業服務有限公司,"ROOM 1007A, 10/F, OFFICEPLUS @PRINCE EDWARD, NO. 794-802 NATHAN ROAD, PRINCE EDWARD, KOWLOON, HONG KONG",,
TC000097,VONGS CORPORATE SERVICES LIMITED,,"FLAT/RM A&B, 2/F, QUEEN'S CENTRE, 60 QUEEN'S ROAD EAST, WAN CHAI, HONG KONG",,
TC000098,TSE WANG YU trading as DING HONG CO.,謝宏儒 經營 鼎鴻公司,"ROOM D2, 08/F, NO. 2 TAI YAU STREET, KOWLOON, HONG KONG",,
TC000099,EAST ASIA CORPORATE SERVICES LIMITED,東滙商業服務有限公司,"UNIT B, 16/F, YAM TZE COMMERCIAL BUILDING, 23 THOMSON ROAD, WAN CHAI, HONG KONG",,
TC000100,EASCOM LIMITED,,"UNIT B, 16/F, YAM TZE COMMERCIAL BUILDING, 23 THOMSON ROAD, WAN CHAI, HONG KONG",,
TC000101,CHARMWAY SECRETARY LIMITED,浚威秘書有限公司,"UNIT 1202, 12/F, ORIENTAL CENTRE, 67-71 CHATHAM ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC000102,FORTUNE PORT SECRETARIAL SERVICES LIMITED,富港秘書服務有限公司,"ROOM 1106, 11/F, STERLING CENTRE, 11 CHEUNG YUE STREET, CHEUNG SHA WAN, KOWLOON, HONG KONG",,
TC000103,PRUDENTIAL SERVICES LIMITED,保誠服務有限公司,"ROOM 817, 8/F, SINO INDUSTRIAL PLAZA, 9 KAI CHEUNG ROAD, KOWLOON BAY, HONG KONG ",,
TC000104,LFDI SECRETARIES LIMITED,,"SUITE 2006, 20/F, 340 QUEEN'S ROAD CENTRAL, SHEUNG WAN, HONG KONG",,
TC000105,PH SECRETARIES LIMITED,興偉秘書有限公司,"ROOM 802, 8/F, ALLIANCE BUILDING, 133 CONNAUGHT ROAD CENTRAL, SHEUNG WAN, HONG KONG",,
TC000106,TEAM TARGET LIMITED,,"FLAT/ROOM 1303, 13/F, KENBO COMMERCIAL BUILDING, 335-339 QUEEN'S ROAD WEST, SAI YING PUN, HONG KONG",,
TC000107,COUNSELOR CONSULTANTS LIMITED,中策顧問有限公司,"FLAT/RM 05, 4/F, TUNG MING BUILDING, 40-42 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG",,
TC000108,PANG TZE CHUEN trading as BUSINESS SERVICES & ACCOUNTING COMPANY,彭子全 經營 BUSINESS SERVICES & ACCOUNTING COMPANY,"ROOM 2810, 28/F, ASIA TRADE CENTRE, 79 LEI MUK ROAD, KWAI CHUNG, NEW TERRITORIES, HONG KONG",,
TC000109,VADD INTERNATIONAL LIMITED,金略國際會議展覽有限公司,"FLAT/ROOM 2404, 24/F, WORLD-WIDE HOUSE, 19 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG",,
TC000110,MACCON LIMITED,名企有限公司,"FLAT/ROOM 2404, 24/F, WORLD-WIDE HOUSE, 19 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG",,
TC000111,ANDY ACCOUNTING SERVICES LIMITED,安達會計服務有限公司,"FLAT 1, 5/F, WAH SHING CENTRE, 11-13 SHING YIP STREET, KWUN TONG, KOWLOON, HONG KONG",,
TC000112,RELTCO BUSINESS SERVICES LIMITED,慧誠商業服務有限公司,"FLAT/RM 24A, 2/F, BLOCK B, HI-TECH INDUSTRIAL CENTRE, 5-21 PAK TIN PAR STREET, TSUEN WAN, NEW TERRITORIES, HONG KONG",,
TC000114,XELA BUSINESS SOLUTIONS LIMITED,國賢商業服務有限公司,"UNIT 5B, 5/F, FREE TRADE CENTRE, 49 TSUN YIP STREET, KWUN TONG, KOWLOON, HONG KONG",,
TC000115,GOOD HONEST DEVELOPMENT LIMITED,景謙發展有限公司,"ROOM 1505, 15/F, WEALTH COMMERCIAL CENTRE, 48 KWONG WA STREET, MONG KOK, KOWLOON, HONG KONG",,
TC000116,ATHENASIA CONSULTING LIMITED,,"ROOM 2301, 23/F, BAYFIELD BUILDING, 99 HENNESSY ROAD, WAN CHAI, HONG KONG",,
TC000117,GOLDEN TREE CORPORATE SECRETARIAL LIMITED,黃金樹秘書服務有限公司,"FLAT/ROOM 902, 9/F, BONHAM CENTER, 79-85 BONHAM STRAND EAST, SHEUNG WAN, HONG KONG",,
TC000118,ASIALINK CORPORATE SERVICES LIMITED,瑞華商務顧問有限公司,"ROOM 2204, 22/F, FU FAI COMMERCIAL CENTRE, 27 HILLIER STREET, SHEUNG WAN, HONG KONG",,
TC000120,WONDER GOLD BUSINESS LIMITED,高威商務有限公司,"FLAT B, 3/F, WING CHEONG COMMERCIAL BUILDING, 19-25 JERVOIS STREET, SHEUNG WAN, HONG KONG",,
TC000122,ACCURACY CORPORATE SERVICES LIMITED,鑑準企業服務有限公司,"7/F, GOODFIT COMMERCIAL BUILDING, 7 FLEMING ROAD, WAN CHAI, HONG KONG",,
TC000123,COMPSEC MANAGEMENT LIMITED,,"UNIT 705, 7/F, AUSTIN TOWER, 22-26 AUSTIN AVENUE, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC000124,LEADER CORPORATE SERVICES LIMITED,能達企業服務有限公司,"ROOM B, 12/F, SHING LEE COMMERCIAL BUILDING, 8-12 WING KUT STREET, CENTRAL, HONG KONG",,
TC000125,J SECRETARY LIMITED,積利秘書有限公司,"FLAT/ROOM 1203, 12/F, CEO TOWER, 77 WING HONG STREET, CHEUNG SHA WAN, KOWLOON, HONG KONG",,
TC000126,RICH ASSETS CONSULTANTS LIMITED,宏志顧問有限公司,"RM 2107-9, 21/F, C C WU BUILDING, 302-308 HENNESSY ROAD, WAN CHAI, HONG KONG",,
TC000127,JV CONSULTANTS LIMITED,捷成顧問有限公司,"ROOM 2108, 21/F, C C WU BUILDING, 308 HENNESSY ROAD, WAN CHAI, HONG KONG",,
TC000128,HKCN SECRETARY SERVICES LIMITED,港匯秘書服務有限公司,"ROOM 2107, 21/F, C C WU BUILDING, 308 HENNESSY ROAD, WAN CHAI, HONG KONG",,
TC000129,AKIN PROFESSIONALS LIMITED,,"20/F, CHAMPION BUILDING, 287-291 DES VOEUX ROAD CENTRAL, SHEUNG WAN, HONG KONG",,
TC000130,TOP TEAM SECRETARY LIMITED,漮誠秘書有限公司,"FLAT/RM 301, 3/F, ORIENTAL CENTRE, 67-71 CHATHAM ROAD SOUTH, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC000131,CITY SECRETARIAL LIMITED,城市秘書有限公司,"ROOM 1902, 19/F, CAMERON COMMERCIAL CENTRE, 468 HENNESSY ROAD, CAUSEWAY BAY, HONG KONG",,
TC000132,REHUBLIC LIMITED,同博有限公司,"ROOM 802, 8/F, CHEVALIER HOUSE, 45-51 CHATHAM ROAD SOUTH, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC000133,REGENSEC LIMITED,勵晶秘書有限公司,"ROOM 802, 8/F, CHEVALIER HOUSE, 45-51 CHATHAM ROAD SOUTH, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC000134,VISIONONE FIDUCIARIES LIMITED,,"LEVEL 7, NAN FUNG TOWER, 88 CONNAUGHT ROAD CENTRAL, CENTRAL, HONG KONG",,
TC000135,S.K. TAM ACCOUNTING & SECRETARIAL LIMITED,,"FLAT/ROOM 937C, 9/F, BLOCK 1, WANG CHEONG FACTORY ESTATE, 781 LAI CHI KOK ROAD, KOWLOON, HONG KONG",,
TC000136,J-TECH CONSULTING LIMITED,,"UNIT A, 13/F, KEE SHING CENTRE, 74-76 KIMBERLEY ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",,
TC000137,GLORY REGION TRADING LIMITED,匯榮貿易有限公司,"ROOM 302, 3/F, MALAYSIA BUILDING, 50 GLOUCESTER ROAD, WAN CHAI, HONG KONG",,
TC000138,A & J STRATEGY LIMITED,丹瑜策略管理有限公司,"ROOM 3, 13/F, PRESIDENT COMMERCIAL CENTRE, 608 NATHAN ROAD, MONG KOK, KOWLOON, HONG KONG",,
TC000140,WONSEC LIMITED,智成商務有限公司,"FLAT/RM 2604, 26/F, FOOK YIP BUILDING, 53-57 KWAI FUNG CRESCENT, KWAI FONG, NEW TERRITORIES, HONG KONG",,
TC000141,HORIZON (HK) CONSULTING LIMITED,中瑞誠(香港)顧問有限公司,"ROOM 302, 3/F, MALAYSIA BUILDING, 50 GLOUCESTER ROAD, WAN CHAI, HONG KONG",,
TC000142,YES CHOICE CONSULTING LIMITED,逸彩顧問有限公司,"ROOM 302, 3/F, MALAYSIA BUILDING, 50 GLOUCESTER ROAD, WAN CHAI, HONG KONG",,
TC000143,YES CHOICE SECRETARIES LIMITED,逸彩秘書行有限公司,"ROOM 302, 3/F, MALAYSIA BUILDING, 50 GLOUCESTER ROAD, WAN CHAI, HONG KONG",,
TC000145,LINKFAIR NOMINEES LIMITED,聯輝代理人有限公司,"24/F, HANG WAI COMMERCIAL BUILDING, 231-233 QUEEN'S ROAD EAST, WAN CHAI, HONG KONG",,
TC000146,YING KEI MANAGEMENT CONSULTANCY LIMITED,盈基管理顧問有限公司,"FLAT/RM 511B, 5/F, WUI WAH FACTORY BUILDING, 41 WING HONG STREET, CHEUNG SHA WAN, KOWLOON, HONG KONG",,
TC000147,BESTFARE SERVICES LIMITED,,"10/F, HENAN BUILDING, 15-19 LUARD ROAD, WAN CHAI, HONG KONG",,
TC000148,BESTFARE NOMINEES LIMITED,,"10/F, HENAN BUILDING, 15-19 LUARD ROAD, WAN CHAI, HONG KONG",,
TC000149,ATLANTIS CORPORATE SERVICES LIMITED,,"UNIT 3104-05, 31/F, UNIVERSAL TRADE CENTRE, 3 ARBUTHNOT ROAD, CENTRAL, HONG KONG",,
TC000150,HONG KONG COMPANY SECRETARY LIMITED,,"SUITE 1007-8, 10/F, ST. GEORGE'S BUILDING, 2 ICE HOUSE STREET, CENTRAL, HONG KONG",,
TC000151,TIMOTHY LOH CORPORATE SERVICES LIMITED,,"SUITE 1007-8, 10/F, ST. GEORGE'S BUILDING, 2 ICE HOUSE STREET, CENTRAL, HONG KONG",,
TC000152,H & G SERVICES LIMITED,,"FLAT/RM 505A, 5/F, CHINA INSURANCE GROUP BUILDING, 141 DES VOEUX ROAD CENTRAL, HONG KONG",,
TC000153,LAI PAK KIN trading as KIU'S & COMPANY,賴栢堅 經營 KIU'S & COMPANY,"22 SUN ON TSUEN, SAI KUNG, NEW TERRITORIES, HONG KONG",,
TC000155,AMBER SERVICES LIMITED,,"ROOM 1501-08, 15/F, MILLENNIUM CITY 5, 418 KWUN TONG ROAD, KWUN TONG, KOWLOON, HONG KONG",,
